19990520,80.0,89.0,67.0,82.0,64.0,87.0
20011181,76.0,82.0,68.0,60.0,58.0,60.0
20011197,77.0,60.0,74.0,88.0,62.0,79.0
20011271,87.0,38.0,66.0,75.0,67.0,60.0
20011281,82.0,93.0,95.0,80.0,83.0,91.0
20020910,80.0,76.0,68.0,75.0,75.0,73.0
20021201,68.0,36.0,38.0,60.0,67.0,90.0
20021248,74.0,60.0,82.0,63.0,66.0,85.0
20021391,85.0,71.0,88.0,72.0,75.0,61.0
20026083,90.0,90.0,80.0,74.0,70.0,80.0
20026578,69.0,68.0,61.0,60.0,60.0,60.0
20030214,72.0,96.0,68.0,60.0,51.0,79.0
20030260,64.0,80.0,83.0,74.0,44.0,60.0
20030430,61.0,62.0,41.0,67.0,72.0,4.0
20035078,61.0,60.0,60.0,45.0,64.0,4.0
20040088,81.0,60.0,77.0,63.0,64.0,75.0
20040322,85.0,79.0,75.0,89.0,71.0,86.0
20040426,81.0,80.0,86.0,76.0,76.0,60.0
20040447,78.0,76.0,86.0,68.0,60.0,62.0
20050279,60.0,79.0,79.0,38.0,43.0,66.0
20050280,87.0,76.0,90.0,80.0,51.0,60.0
20060135,84.0,77.0,91.0,74.0,70.0,64.0
20060298,92.0,95.0,94.0,96.0,76.0,81.0
20060579,84.0,96.0,82.0,70.0,73.0,67.0
20070142,75.0,80.0,60.0,79.0,72.0,36.0
20080144,72.0,82.0,88.0,71.0,54.0,70.0
20080470,84.0,89.0,76.0,91.0,74.0,82.0
20080553,90.0,96.0,94.0,95.0,72.0,80.0
20100117,82.0,73.0,82.0,84.0,61.0,82.0
20100415,49.0,87.0,72.0,75.0,66.0,61.0
20100628,71.0,86.0,85.0,82.0,85.0,72.0
20100754,94.0,95.0,74.0,93.0,67.0,96.0
20100769,90.0,73.0,82.0,83.0,69.0,85.0
20100823,63.0,70.0,84.0,76.0,60.0,42.0
20110431,70.0,77.0,79.0,71.0,65.0,68.0
20110482,92.0,65.0,92.0,94.0,69.0,95.0
20110540,75.0,62.0,81.0,60.0,86.0,70.0
20110717,80.0,75.0,69.0,86.0,86.0,80.0
20120322,75.0,78.0,87.0,77.0,88.0,81.0
20120558,75.0,15.0,29.0,71.0,60.0,28.0
20130249,82.0,90.0,86.0,86.0,75.0,78.0
20130455,74.0,90.0,60.0,80.0,69.0,76.0
20000231,72.0,73.0,64.0,53.0,35.0,66.0
20011060,81.0,90.0,94.0,80.0,68.0,71.0
20011374,90.0,75.0,90.0,73.0,83.0,63.0
20011486,92.0,68.0,80.0,70.0,65.0,76.0
20021137,82.0,71.0,83.0,67.0,62.0,60.0
20030118,64.0,60.0,71.0,60.0,45.0,60.0
20030516,82.0,61.0,61.0,73.0,62.0,69.0
20040420,30.0,43.0,76.0,45.0,75.0,45.0
20040516,75.0,83.0,87.0,72.0,61.0,60.0
20060036,62.0,65.0,60.0,36.0,80.0,49.0
20060133,94.0,72.0,77.0,83.0,68.0,63.0
20060320,91.0,86.0,78.0,68.0,73.0,78.0
20060402,71.0,60.0,61.0,12.0,71.0,62.0
20060503,89.0,92.0,69.0,89.0,71.0,43.0
20060581,74.0,74.0,64.0,81.0,60.0,60.0
20060585,90.0,100.0,93.0,73.0,74.0,84.0
20062330,50.0,68.0,78.0,68.0,78.0,38.0
20070215,75.0,66.0,49.0,81.0,63.0,17.0
20070370,68.0,71.0,81.0,89.0,67.0,3.0
20070488,51.0,65.0,51.0,72.0,65.0,14.0
20070511,78.0,54.0,60.0,70.0,28.0,60.0
20070581,70.0,85.0,76.0,89.0,76.0,60.0
20080068,71.0,79.0,78.0,51.0,60.0,49.0
20080148,82.0,82.0,94.0,85.0,60.0,88.0
20080540,95.0,91.0,83.0,86.0,81.0,90.0
20081452,74.0,60.0,61.0,61.0,74.0,63.0
20090037,60.0,61.0,61.0,61.0,67.0,18.0
20090432,74.0,80.0,80.0,68.0,82.0,73.0
20103839,83.0,75.0,93.0,86.0,86.0,79.0
20110338,89.0,93.0,100.0,95.0,84.0,82.0
20110384,38.0,40.0,60.0,87.0,67.0,28.0
20110398,85.0,90.0,100.0,95.0,88.0,98.0
20120186,90.0,90.0,91.0,77.0,69.0,71.0
20120244,60.0,93.0,96.0,68.0,69.0,77.0
20130202,78.0,28.0,60.0,77.0,83.0,55.0
20130219,88.0,85.0,82.0,90.0,79.0,91.0
20130242,68.0,60.0,70.0,71.0,65.0,2.0
20130374,61.0,6.0,78.0,7.0,60.0,28.0
20130540,60.0,60.0,69.0,28.0,60.0,8.0
20130559,89.0,95.0,90.0,93.0,77.0,84.0
19990027,62.0,53.0,60.0,62.0,62.0,61.0
19990231,70.0,84.0,60.0,75.0,76.0,60.0
19990440,73.0,70.0,71.0,61.0,72.0,53.0
19990533,86.0,73.0,65.0,74.0,69.0,85.0
20000224,75.0,82.0,46.0,70.0,72.0,65.0
20000506,78.0,96.0,79.0,82.0,75.0,85.0
20000553,65.0,76.0,66.0,66.0,60.0,78.0
20011435,78.0,92.0,91.0,66.0,75.0,67.0
20011456,79.0,66.0,88.0,81.0,70.0,80.0
20020934,65.0,93.0,67.0,66.0,60.0,60.0
20020970,66.0,77.0,60.0,72.0,49.0,70.0
20021005,73.0,82.0,66.0,43.0,60.0,35.0
20021043,91.0,88.0,68.0,82.0,80.0,90.0
20021093,75.0,77.0,62.0,70.0,55.0,70.0
20021253,79.0,60.0,77.0,69.0,60.0,87.0
20021264,80.0,94.0,71.0,69.0,80.0,60.0
20030300,86.0,88.0,75.0,74.0,78.0,63.0
20040124,84.0,85.0,96.0,85.0,77.0,80.0
20040453,73.0,50.0,63.0,69.0,60.0,43.0
20050152,69.0,63.0,71.0,73.0,60.0,60.0
20050161,74.0,90.0,91.0,71.0,70.0,60.0
20050188,81.0,78.0,93.0,60.0,61.0,60.0
20050509,83.0,87.0,86.0,78.0,77.0,68.0
20050561,86.0,86.0,83.0,97.0,62.0,81.0
20060015,73.0,83.0,60.0,60.0,67.0,60.0
20060179,75.0,85.0,80.0,64.0,60.0,62.0
20060449,81.0,63.0,65.0,65.0,79.0,51.0
20060574,97.0,85.0,94.0,82.0,66.0,70.0
20070250,60.0,67.0,60.0,82.0,70.0,34.0
20070302,72.0,73.0,60.0,46.0,79.0,60.0
20072104,84.0,90.0,82.0,89.0,75.0,77.0
20080166,71.0,91.0,60.0,90.0,69.0,70.0
20090007,60.0,60.0,30.0,49.0,70.0,39.0
20090070,63.0,91.0,74.0,63.0,63.0,85.0
20090087,69.0,89.0,76.0,65.0,84.0,75.0
20090168,77.0,65.0,73.0,60.0,73.0,48.0
20090180,60.0,91.0,77.0,60.0,66.0,47.0
20090299,62.0,39.0,66.0,66.0,71.0,69.0
20090412,70.0,84.0,71.0,64.0,77.0,63.0
20090414,76.0,92.0,63.0,76.0,75.0,80.0
20090473,44.0,75.0,60.0,77.0,74.0,69.0
20100414,66.0,78.0,68.0,82.0,63.0,70.0
20110351,60.0,45.0,60.0,87.0,62.0,65.0
20110690,82.0,97.0,94.0,90.0,79.0,87.0
20120090,79.0,87.0,85.0,81.0,73.0,50.0
20120566,78.0,90.0,66.0,77.0,65.0,78.0
20130205,91.0,82.0,98.0,91.0,69.0,94.0
2014110170,80.0,70.0,72.0,71.0,68.0,64.0
2014110263,96.0,91.0,89.0,93.0,83.0,88.0
19990064,81.0,96.0,65.0,84.0,83.0,95.0
19990133,60.0,90.0,71.0,73.0,65.0,61.0
19990251,75.0,78.0,79.0,89.0,60.0,87.0
20000164,82.0,82.0,78.0,77.0,68.0,70.0
20000380,60.0,90.0,88.0,60.0,62.0,49.0
20011487,85.0,70.0,70.0,65.0,68.0,63.0
20011565,93.0,85.0,83.0,92.0,76.0,80.0
20021289,86.0,85.0,78.0,71.0,70.0,92.0
20036005,65.0,77.0,75.0,62.0,65.0,63.0
20040146,84.0,67.0,83.0,68.0,80.0,24.0
20040202,86.0,88.0,93.0,86.0,75.0,80.0
20040317,78.0,63.0,60.0,45.0,60.0,60.0
20040519,70.0,71.0,67.0,65.0,65.0,82.0
20050076,93.0,78.0,93.0,92.0,83.0,87.0
20050108,71.0,25.0,76.0,54.0,53.0,65.0
20050388,79.0,79.0,89.0,82.0,72.0,60.0
20050481,84.0,89.0,79.0,81.0,70.0,81.0
20060008,70.0,88.0,86.0,70.0,61.0,78.0
20060048,90.0,97.0,89.0,81.0,81.0,88.0
20060103,79.0,78.0,83.0,81.0,55.0,39.0
20060401,87.0,78.0,65.0,66.0,67.0,39.0
20070304,87.0,70.0,69.0,79.0,60.0,13.0
20070389,94.0,91.0,78.0,89.0,61.0,80.0
20080416,83.0,62.0,90.0,77.0,70.0,69.0
20090477,62.0,68.0,66.0,75.0,66.0,82.0
20095280,80.0,93.0,99.0,89.0,81.0,86.0
20100367,60.0,85.0,61.0,75.0,64.0,66.0
20100828,78.0,95.0,86.0,82.0,74.0,71.0
20110309,68.0,77.0,78.0,81.0,88.0,88.0
20110364,79.0,78.0,77.0,77.0,68.0,84.0
20110418,88.0,72.0,100.0,96.0,84.0,98.0
20110808,60.0,23.0,76.0,72.0,69.0,25.0
20120185,78.0,90.0,92.0,82.0,88.0,85.0
20120271,61.0,62.0,70.0,74.0,73.0,47.0
20120367,76.0,85.0,81.0,82.0,71.0,91.0
20132486,60.0,60.0,60.0,60.0,79.0,36.0
2014110173,71.0,81.0,91.0,62.0,80.0,65.0
2014110290,80.0,62.0,60.0,68.0,78.0,71.0
2014110346,72.0,87.0,88.0,79.0,78.0,82.0
2014110431,65.0,82.0,84.0,66.0,66.0,72.0
2014110455,62.0,68.0,87.0,60.0,75.0,65.0
19990454,64.0,81.0,68.0,80.0,62.0,72.0
19990534,90.0,81.0,71.0,91.0,68.0,83.0
20000358,81.0,65.0,68.0,70.0,71.0,47.0
20000518,61.0,78.0,68.0,62.0,70.0,20.0
20011224,77.0,68.0,62.0,82.0,64.0,73.0
